time_index,session_id,scenario,voltage,current,energy_kwh
53,S_NORM_18,normal,229.64,31.91,0.11051
54,S_NORM_18,normal,229.96,32.28,0.11258
55,S_NORM_18,normal,230.14,32.45,0.11465
56,S_NORM_18,normal,230.41,31.89,0.11669
57,S_NORM_18,normal,229.89,31.82,0.11872
58,S_NORM_18,normal,229.48,32.13,0.12077
59,S_NORM_18,normal,229.42,31.59,0.12279
0,S_NORM_19,normal,231.06,31.92,0.00205
1,S_NORM_19,normal,230.0,31.91,0.00409
2,S_NORM_19,normal,229.86,32.27,0.00615
3,S_NORM_19,normal,229.67,32.07,0.00819
4,S_NORM_19,normal,229.14,32.14,0.01024
5,S_NORM_19,normal,229.6,32.23,0.0123
6,S_NORM_19,normal,230.43,32.2,0.01436
7,S_NORM_19,normal,230.53,32.32,0.01643
8,S_NORM_19,normal,229.92,32.16,0.01848
9,S_NORM_19,normal,229.73,32.0,0.02052
10,S_NORM_19,normal,229.05,31.67,0.02254
11,S_NORM_19,normal,229.39,32.25,0.02459
12,S_NORM_19,normal,230.69,31.93,0.02664
13,S_NORM_19,normal,229.92,31.9,0.02868
14,S_NORM_19,normal,228.86,32.17,0.03072
15,S_NORM_19,normal,230.07,31.8,0.03275
16,S_NORM_19,normal,230.34,32.25,0.03482
17,S_NORM_19,normal,230.04,31.92,0.03686
18,S_NORM_19,normal,230.16,32.0,0.0389
19,S_NORM_19,normal,229.55,31.97,0.04094
20,S_NORM_19,normal,229.83,31.82,0.04297
21,S_NORM_19,normal,230.0,32.03,0.04502
22,S_NORM_19,normal,230.16,32.02,0.04706
23,S_NORM_19,normal,229.6,32.1,0.04911
24,S_NORM_19,normal,229.89,32.12,0.05116
25,S_NORM_19,normal,229.27,31.95,0.0532
26,S_NORM_19,normal,228.69,31.93,0.05523
27,S_NORM_19,normal,230.34,31.99,0.05727
28,S_NORM_19,normal,230.33,31.8,0.05931
29,S_NORM_19,normal,229.84,32.33,0.06137
30,S_NORM_19,normal,230.94,31.64,0.0634
31,S_NORM_19,normal,230.19,31.9,0.06544
32,S_NORM_19,normal,230.83,32.01,0.06749
33,S_NORM_19,normal,229.98,31.91,0.06953
34,S_NORM_19,normal,230.16,32.25,0.07159
35,S_NORM_19,normal,229.65,31.97,0.07363
36,S_NORM_19,normal,229.82,32.12,0.07568
37,S_NORM_19,normal,229.81,31.88,0.07772
38,S_NORM_19,normal,230.29,31.97,0.07976
39,S_NORM_19,normal,229.76,32.05,0.08181
40,S_NORM_19,normal,228.66,32.11,0.08385
41,S_NORM_19,normal,230.4,32.45,0.08593
42,S_NORM_19,normal,229.91,31.94,0.08797
43,S_NORM_19,normal,229.28,32.14,0.09001
44,S_NORM_19,normal,229.71,31.96,0.09205
45,S_NORM_19,normal,230.13,32.2,0.09411
46,S_NORM_19,normal,229.89,32.06,0.09616
47,S_NORM_19,normal,230.1,31.85,0.09819
48,S_NORM_19,normal,229.46,32.03,0.10023
49,S_NORM_19,normal,229.78,31.94,0.10227
50,S_NORM_19,normal,230.28,32.24,0.10433
51,S_NORM_19,normal,230.37,31.96,0.10638
52,S_NORM_19,normal,229.49,32.0,0.10842
53,S_NORM_19,normal,230.62,31.7,0.11045
54,S_NORM_19,normal,229.84,31.93,0.11249
55,S_NORM_19,normal,229.31,31.98,0.11453
56,S_NORM_19,normal,229.67,32.08,0.11657
57,S_NORM_19,normal,230.38,31.91,0.11861
58,S_NORM_19,normal,229.43,32.08,0.12066
59,S_NORM_19,normal,229.09,32.11,0.1227
0,S_NORM_20,normal,229.64,32.12,0.00205
1,S_NORM_20,normal,230.33,31.85,0.00409
2,S_NORM_20,normal,230.11,32.18,0.00614
3,S_NORM_20,normal,229.86,31.96,0.00818
4,S_NORM_20,normal,230.09,32.46,0.01026
5,S_NORM_20,normal,229.88,31.96,0.0123
6,S_NORM_20,normal,229.87,32.01,0.01434
7,S_NORM_20,normal,230.12,31.84,0.01638
8,S_NORM_20,normal,230.02,32.0,0.01842
9,S_NORM_20,normal,229.63,32.22,0.02048
10,S_NORM_20,normal,229.63,32.38,0.02255
11,S_NORM_20,normal,229.86,32.15,0.0246
12,S_NORM_20,normal,230.21,31.69,0.02662
13,S_NORM_20,normal,231.07,31.99,0.02868
14,S_NORM_20,normal,230.46,31.78,0.03071
15,S_NORM_20,normal,230.07,31.99,0.03276
16,S_NORM_20,normal,229.98,32.28,0.03482
17,S_NORM_20,normal,229.72,32.22,0.03687
18,S_NORM_20,normal,230.06,32.05,0.03892
19,S_NORM_20,normal,229.96,32.37,0.04099
20,S_NORM_20,normal,230.33,32.06,0.04304
21,S_NORM_20,normal,230.46,32.04,0.04509
22,S_NORM_20,normal,230.51,31.78,0.04713
23,S_NORM_20,normal,230.55,31.63,0.04915
24,S_NORM_20,normal,229.62,31.8,0.05118
25,S_NORM_20,normal,230.28,32.01,0.05323
26,S_NORM_20,normal,229.46,31.82,0.05526
27,S_NORM_20,normal,230.03,31.64,0.05728
28,S_NORM_20,normal,229.21,32.51,0.05935
29,S_NORM_20,normal,229.13,32.15,0.06139
30,S_NORM_20,normal,230.28,32.1,0.06345
31,S_NORM_20,normal,230.73,31.93,0.06549
32,S_NORM_20,normal,230.19,31.82,0.06753
33,S_NORM_20,normal,229.25,31.79,0.06955
34,S_NORM_20,normal,229.85,32.03,0.0716
35,S_NORM_20,normal,230.47,31.79,0.07363
36,S_NORM_20,normal,230.28,31.96,0.07568
37,S_NORM_20,normal,229.85,32.11,0.07773
38,S_NORM_20,normal,229.86,32.1,0.07978
39,S_NORM_20,normal,229.73,31.91,0.08181
40,S_NORM_20,normal,230.28,32.33,0.08388
41,S_NORM_20,normal,229.32,31.87,0.08591
42,S_NORM_20,normal,230.71,32.1,0.08797
43,S_NORM_20,normal,229.07,32.05,0.09001
44,S_NORM_20,normal,231.76,31.98,0.09207
45,S_NORM_20,normal,229.86,32.02,0.09411
46,S_NORM_20,normal,230.07,31.64,0.09613
47,S_NORM_20,normal,230.43,32.16,0.09819
48,S_NORM_20,normal,230.43,31.93,0.10024
49,S_NORM_20,normal,229.43,32.2,0.10229
50,S_NORM_20,normal,229.42,32.59,0.10437
51,S_NORM_20,normal,230.09,31.69,0.10639
52,S_NORM_20,normal,230.61,32.0,0.10844
53,S_NORM_20,normal,229.32,31.84,0.11047
54,S_NORM_20,normal,230.47,31.86,0.11251
55,S_NORM_20,normal,229.75,31.88,0.11454
56,S_NORM_20,normal,229.99,31.71,0.11657
57,S_NORM_20,normal,229.69,32.13,0.11862
58,S_NORM_20,normal,229.18,32.0,0.12066
59,S_NORM_20,normal,230.59,31.98,0.1227
0,S_SALAMI_1,salami_slicing,229.64,31.8,0.00209
1,S_SALAMI_1,salami_slicing,230.19,31.99,0.0042
2,S_SALAMI_1,salami_slicing,228.76,32.09,0.0063
3,S_SALAMI_1,salami_slicing,229.65,31.79,0.00838
4,S_SALAMI_1,salami_slicing,229.61,32.39,0.01051
5,S_SALAMI_1,salami_slicing,230.43,31.76,0.01261
6,S_SALAMI_1,salami_slicing,231.02,32.17,0.01473
7,S_SALAMI_1,salami_slicing,230.2,32.33,0.01686
8,S_SALAMI_1,salami_slicing,229.94,32.1,0.01897
9,S_SALAMI_1,salami_slicing,229.56,32.2,0.02109
10,S_SALAMI_1,salami_slicing,229.95,32.25,0.02321
11,S_SALAMI_1,salami_slicing,230.05,32.35,0.02534
12,S_SALAMI_1,salami_slicing,229.96,31.77,0.02743
13,S_SALAMI_1,salami_slicing,229.71,32.15,0.02954
14,S_SALAMI_1,salami_slicing,230.11,31.78,0.03164
15,S_SALAMI_1,salami_slicing,229.79,32.26,0.03376
16,S_SALAMI_1,salami_slicing,230.11,31.92,0.03586
17,S_SALAMI_1,salami_slicing,230.12,31.86,0.03796
18,S_SALAMI_1,salami_slicing,229.65,32.08,0.04006
19,S_SALAMI_1,salami_slicing,229.85,32.17,0.04218
20,S_SALAMI_1,salami_slicing,229.74,32.08,0.04429
21,S_SALAMI_1,salami_slicing,229.92,32.01,0.04639
22,S_SALAMI_1,salami_slicing,230.33,32.02,0.0485
23,S_SALAMI_1,salami_slicing,230.31,31.93,0.05061
24,S_SALAMI_1,salami_slicing,230.16,32.04,0.05272
25,S_SALAMI_1,salami_slicing,229.55,32.23,0.05483
26,S_SALAMI_1,salami_slicing,229.48,32.07,0.05694
27,S_SALAMI_1,salami_slicing,230.69,32.17,0.05906
28,S_SALAMI_1,salami_slicing,230.07,31.72,0.06115
29,S_SALAMI_1,salami_slicing,230.19,32.15,0.06327
30,S_SALAMI_1,salami_slicing,229.87,31.96,0.06537
31,S_SALAMI_1,salami_slicing,229.85,31.86,0.06747
32,S_SALAMI_1,salami_slicing,230.32,32.12,0.06958
33,S_SALAMI_1,salami_slicing,229.15,32.59,0.07172
34,S_SALAMI_1,salami_slicing,229.75,32.05,0.07383
35,S_SALAMI_1,salami_slicing,229.64,32.37,0.07595
36,S_SALAMI_1,salami_slicing,229.93,31.95,0.07806
37,S_SALAMI_1,salami_slicing,230.87,32.21,0.08018
38,S_SALAMI_1,salami_slicing,230.08,31.66,0.08227
39,S_SALAMI_1,salami_slicing,228.68,31.85,0.08435
40,S_SALAMI_1,salami_slicing,230.68,31.72,0.08644
41,S_SALAMI_1,salami_slicing,228.49,31.96,0.08853
42,S_SALAMI_1,salami_slicing,230.17,31.73,0.09062
43,S_SALAMI_1,salami_slicing,230.38,32.1,0.09274
44,S_SALAMI_1,salami_slicing,230.16,31.98,0.09484
45,S_SALAMI_1,salami_slicing,229.98,32.11,0.09696
46,S_SALAMI_1,salami_slicing,230.19,31.99,0.09906
47,S_SALAMI_1,salami_slicing,230.3,32.22,0.10119
48,S_SALAMI_1,salami_slicing,229.93,32.09,0.1033
49,S_SALAMI_1,salami_slicing,230.77,32.11,0.10542
50,S_SALAMI_1,salami_slicing,230.41,32.16,0.10754
51,S_SALAMI_1,salami_slicing,229.31,31.79,0.10963
52,S_SALAMI_1,salami_slicing,230.27,31.85,0.11172
53,S_SALAMI_1,salami_slicing,229.34,31.69,0.1138
54,S_SALAMI_1,salami_slicing,230.0,32.07,0.11591
55,S_SALAMI_1,salami_slicing,229.56,31.88,0.11801
56,S_SALAMI_1,salami_slicing,229.98,31.82,0.1201
57,S_SALAMI_1,salami_slicing,229.82,32.14,0.12222
58,S_SALAMI_1,salami_slicing,229.9,32.08,0.12433
59,S_SALAMI_1,salami_slicing,228.4,31.75,0.1264
0,S_SALAMI_2,salami_slicing,230.11,31.73,0.00209
1,S_SALAMI_2,salami_slicing,231.31,32.27,0.00423
2,S_SALAMI_2,salami_slicing,230.55,32.6,0.00638
3,S_SALAMI_2,salami_slicing,229.82,32.12,0.00849
4,S_SALAMI_2,salami_slicing,229.39,32.15,0.0106
5,S_SALAMI_2,salami_slicing,229.8,32.03,0.0127
6,S_SALAMI_2,salami_slicing,230.28,31.84,0.0148
7,S_SALAMI_2,salami_slicing,229.17,31.92,0.01689
8,S_SALAMI_2,salami_slicing,230.3,31.87,0.01899
9,S_SALAMI_2,salami_slicing,231.19,32.16,0.02112
10,S_SALAMI_2,salami_slicing,229.93,31.95,0.02322
11,S_SALAMI_2,salami_slicing,229.3,31.84,0.02531
12,S_SALAMI_2,salami_slicing,229.59,31.92,0.02741
13,S_SALAMI_2,salami_slicing,229.03,31.49,0.02947
14,S_SALAMI_2,salami_slicing,230.77,32.13,0.03159
15,S_SALAMI_2,salami_slicing,230.7,32.07,0.03371
16,S_SALAMI_2,salami_slicing,229.93,31.87,0.03581
17,S_SALAMI_2,salami_slicing,228.92,32.34,0.03793
18,S_SALAMI_2,salami_slicing,229.56,32.38,0.04005
19,S_SALAMI_2,salami_slicing,229.75,31.96,0.04215
20,S_SALAMI_2,salami_slicing,230.21,31.64,0.04424
21,S_SALAMI_2,salami_slicing,229.72,31.66,0.04632
22,S_SALAMI_2,salami_slicing,229.79,31.93,0.04842
23,S_SALAMI_2,salami_slicing,228.97,31.99,0.05051
24,S_SALAMI_2,salami_slicing,229.43,31.63,0.05259
25,S_SALAMI_2,salami_slicing,229.3,31.73,0.05467
26,S_SALAMI_2,salami_slicing,229.81,32.22,0.05679
27,S_SALAMI_2,salami_slicing,229.31,31.87,0.05888
28,S_SALAMI_2,salami_slicing,229.87,31.92,0.06098
29,S_SALAMI_2,salami_slicing,229.67,31.93,0.06308
30,S_SALAMI_2,salami_slicing,229.85,31.45,0.06515
31,S_SALAMI_2,salami_slicing,230.04,31.99,0.06725
32,S_SALAMI_2,salami_slicing,230.25,32.18,0.06937
33,S_SALAMI_2,salami_slicing,230.57,31.96,0.07148
34,S_SALAMI_2,salami_slicing,230.1,31.99,0.07359
35,S_SALAMI_2,salami_slicing,230.0,32.08,0.0757
36,S_SALAMI_2,salami_slicing,229.34,31.95,0.07779
37,S_SALAMI_2,salami_slicing,230.6,32.23,0.07992
38,S_SALAMI_2,salami_slicing,229.67,31.93,0.08202
39,S_SALAMI_2,salami_slicing,230.9,32.3,0.08415
40,S_SALAMI_2,salami_slicing,229.21,31.83,0.08624
41,S_SALAMI_2,salami_slicing,229.76,32.0,0.08834
42,S_SALAMI_2,salami_slicing,229.74,31.83,0.09043
43,S_SALAMI_2,salami_slicing,229.81,32.42,0.09257
44,S_SALAMI_2,salami_slicing,229.77,32.14,0.09468
45,S_SALAMI_2,salami_slicing,229.62,31.96,0.09678
46,S_SALAMI_2,salami_slicing,229.81,32.22,0.0989
47,S_SALAMI_2,salami_slicing,229.79,31.95,0.101
48,S_SALAMI_2,salami_slicing,229.29,31.97,0.10309
49,S_SALAMI_2,salami_slicing,230.21,32.07,0.10521
50,S_SALAMI_2,salami_slicing,231.17,31.97,0.10732
51,S_SALAMI_2,salami_slicing,229.74,31.96,0.10942
52,S_SALAMI_2,salami_slicing,229.6,32.24,0.11154
53,S_SALAMI_2,salami_slicing,229.87,32.17,0.11366
54,S_SALAMI_2,salami_slicing,230.19,32.17,0.11577
55,S_SALAMI_2,salami_slicing,229.84,32.14,0.11789
56,S_SALAMI_2,salami_slicing,229.55,32.02,0.11999
57,S_SALAMI_2,salami_slicing,229.92,31.9,0.12209
58,S_SALAMI_2,salami_slicing,229.45,32.35,0.12421
59,S_SALAMI_2,salami_slicing,229.81,32.08,0.12632
0,S_SALAMI_3,salami_slicing,230.23,31.88,0.0021
1,S_SALAMI_3,salami_slicing,230.0,32.12,0.00421
2,S_SALAMI_3,salami_slicing,229.6,32.06,0.00632
3,S_SALAMI_3,salami_slicing,229.83,32.05,0.00843
4,S_SALAMI_3,salami_slicing,230.89,32.47,0.01057
5,S_SALAMI_3,salami_slicing,230.55,31.9,0.01268
6,S_SALAMI_3,salami_slicing,230.1,32.15,0.01479
7,S_SALAMI_3,salami_slicing,229.93,31.88,0.01689
8,S_SALAMI_3,salami_slicing,230.26,31.9,0.01899
9,S_SALAMI_3,salami_slicing,229.31,31.91,0.02109
10,S_SALAMI_3,salami_slicing,229.7,31.77,0.02317
11,S_SALAMI_3,salami_slicing,230.13,32.04,0.02528
12,S_SALAMI_3,salami_slicing,230.39,32.16,0.0274
13,S_SALAMI_3,salami_slicing,229.41,31.74,0.02949
14,S_SALAMI_3,salami_slicing,230.27,32.31,0.03162
15,S_SALAMI_3,salami_slicing,229.85,31.62,0.0337
16,S_SALAMI_3,salami_slicing,229.28,32.13,0.0358
17,S_SALAMI_3,salami_slicing,229.85,32.14,0.03792
18,S_SALAMI_3,salami_slicing,229.55,32.58,0.04006
19,S_SALAMI_3,salami_slicing,230.14,31.87,0.04216
20,S_SALAMI_3,salami_slicing,230.39,31.8,0.04425
21,S_SALAMI_3,salami_slicing,230.39,31.85,0.04635
22,S_SALAMI_3,salami_slicing,229.03,32.5,0.04848
23,S_SALAMI_3,salami_slicing,230.59,32.14,0.0506
24,S_SALAMI_3,salami_slicing,230.17,32.04,0.05271
25,S_SALAMI_3,salami_slicing,228.86,31.96,0.0548
26,S_SALAMI_3,salami_slicing,230.25,31.8,0.0569
27,S_SALAMI_3,salami_slicing,229.49,31.78,0.05899
28,S_SALAMI_3,salami_slicing,229.93,32.03,0.06109
29,S_SALAMI_3,salami_slicing,230.8,32.1,0.06321
30,S_SALAMI_3,salami_slicing,230.01,31.83,0.06531
31,S_SALAMI_3,salami_slicing,229.66,31.89,0.0674
32,S_SALAMI_3,salami_slicing,229.87,31.94,0.0695
33,S_SALAMI_3,salami_slicing,230.36,32.35,0.07163
34,S_SALAMI_3,salami_slicing,229.86,31.81,0.07373
35,S_SALAMI_3,salami_slicing,229.84,32.39,0.07586
36,S_SALAMI_3,salami_slicing,231.04,32.12,0.07798
37,S_SALAMI_3,salami_slicing,229.2,32.27,0.0801
38,S_SALAMI_3,salami_slicing,230.31,31.68,0.08218
39,S_SALAMI_3,salami_slicing,230.99,32.37,0.08432
40,S_SALAMI_3,salami_slicing,229.79,31.8,0.08641
41,S_SALAMI_3,salami_slicing,229.84,32.04,0.08852
42,S_SALAMI_3,salami_slicing,230.36,31.91,0.09062
43,S_SALAMI_3,salami_slicing,229.98,31.84,0.09272
44,S_SALAMI_3,salami_slicing,230.76,32.03,0.09483
45,S_SALAMI_3,salami_slicing,229.7,31.65,0.09691
46,S_SALAMI_3,salami_slicing,228.55,32.07,0.09901
47,S_SALAMI_3,salami_slicing,228.68,31.69,0.10108
48,S_SALAMI_3,salami_slicing,230.41,32.19,0.10321
49,S_SALAMI_3,salami_slicing,229.95,31.96,0.10531
50,S_SALAMI_3,salami_slicing,229.79,31.81,0.1074
51,S_SALAMI_3,salami_slicing,230.26,31.96,0.10951
52,S_SALAMI_3,salami_slicing,230.08,32.05,0.11162
53,S_SALAMI_3,salami_slicing,229.39,32.04,0.11372
54,S_SALAMI_3,salami_slicing,230.84,31.73,0.11581
55,S_SALAMI_3,salami_slicing,229.92,32.14,0.11793
56,S_SALAMI_3,salami_slicing,229.98,31.87,0.12003
57,S_SALAMI_3,salami_slicing,229.61,31.94,0.12212
58,S_SALAMI_3,salami_slicing,229.36,32.13,0.12423
59,S_SALAMI_3,salami_slicing,230.48,32.33,0.12636
0,S_SALAMI_4,salami_slicing,229.87,31.97,0.0021
1,S_SALAMI_4,salami_slicing,230.09,31.85,0.0042
2,S_SALAMI_4,salami_slicing,230.34,31.65,0.00628
3,S_SALAMI_4,salami_slicing,230.73,31.69,0.00838
4,S_SALAMI_4,salami_slicing,229.69,32.27,0.0105
5,S_SALAMI_4,salami_slicing,229.86,32.07,0.01261
6,S_SALAMI_4,salami_slicing,230.31,31.72,0.0147
7,S_SALAMI_4,salami_slicing,230.22,31.93,0.0168
8,S_SALAMI_4,salami_slicing,230.33,31.87,0.0189
9,S_SALAMI_4,salami_slicing,230.12,31.79,0.02099
10,S_SALAMI_4,salami_slicing,229.31,31.94,0.02309
11,S_SALAMI_4,salami_slicing,230.24,32.2,0.02521
12,S_SALAMI_4,salami_slicing,229.81,32.03,0.02732
13,S_SALAMI_4,salami_slicing,229.33,31.84,0.0294
14,S_SALAMI_4,salami_slicing,230.22,31.73,0.03149
15,S_SALAMI_4,salami_slicing,230.56,31.75,0.03359
16,S_SALAMI_4,salami_slicing,229.46,31.88,0.03568
17,S_SALAMI_4,salami_slicing,229.5,32.26,0.0378
18,S_SALAMI_4,salami_slicing,230.04,32.04,0.03991
19,S_SALAMI_4,salami_slicing,230.2,31.95,0.04201
20,S_SALAMI_4,salami_slicing,230.42,31.99,0.04412
21,S_SALAMI_4,salami_slicing,230.24,32.3,0.04625
22,S_SALAMI_4,salami_slicing,231.11,31.79,0.04835
23,S_SALAMI_4,salami_slicing,229.94,31.83,0.05045
24,S_SALAMI_4,salami_slicing,230.92,32.09,0.05257
25,S_SALAMI_4,salami_slicing,229.97,32.45,0.0547
26,S_SALAMI_4,salami_slicing,229.44,32.05,0.05681
27,S_SALAMI_4,salami_slicing,229.23,32.15,0.05891
28,S_SALAMI_4,salami_slicing,230.11,31.81,0.06101
29,S_SALAMI_4,salami_slicing,230.17,32.04,0.06312
30,S_SALAMI_4,salami_slicing,230.27,31.95,0.06522
31,S_SALAMI_4,salami_slicing,229.77,32.07,0.06733
32,S_SALAMI_4,salami_slicing,229.08,31.91,0.06942
33,S_SALAMI_4,salami_slicing,230.0,31.73,0.07151
34,S_SALAMI_4,salami_slicing,229.15,31.97,0.07361
35,S_SALAMI_4,salami_slicing,229.58,31.79,0.07569
36,S_SALAMI_4,salami_slicing,229.34,31.96,0.07779
37,S_SALAMI_4,salami_slicing,230.28,31.99,0.0799
38,S_SALAMI_4,salami_slicing,228.88,31.9,0.08199
39,S_SALAMI_4,salami_slicing,230.68,32.48,0.08413
40,S_SALAMI_4,salami_slicing,229.33,31.95,0.08623
41,S_SALAMI_4,salami_slicing,229.85,32.22,0.08835
42,S_SALAMI_4,salami_slicing,228.65,31.92,0.09044
43,S_SALAMI_4,salami_slicing,230.41,32.21,0.09256
44,S_SALAMI_4,salami_slicing,230.23,32.29,0.09469
45,S_SALAMI_4,salami_slicing,229.97,32.27,0.09681
46,S_SALAMI_4,salami_slicing,230.09,32.24,0.09893
47,S_SALAMI_4,salami_slicing,230.37,32.19,0.10105
48,S_SALAMI_4,salami_slicing,230.27,32.21,0.10317
49,S_SALAMI_4,salami_slicing,230.09,31.86,0.10527
50,S_SALAMI_4,salami_slicing,229.31,31.84,0.10736
51,S_SALAMI_4,salami_slicing,229.59,31.72,0.10944
52,S_SALAMI_4,salami_slicing,231.48,32.08,0.11157
53,S_SALAMI_4,salami_slicing,230.06,31.95,0.11367
54,S_SALAMI_4,salami_slicing,229.57,32.0,0.11577
55,S_SALAMI_4,salami_slicing,229.72,31.51,0.11784
56,S_SALAMI_4,salami_slicing,230.23,32.26,0.11997
57,S_SALAMI_4,salami_slicing,228.58,31.87,0.12205
58,S_SALAMI_4,salami_slicing,229.89,31.86,0.12415
59,S_SALAMI_4,salami_slicing,230.78,32.26,0.12628
0,S_SALAMI_5,salami_slicing,229.8,31.97,0.0021
1,S_SALAMI_5,salami_slicing,229.46,31.93,0.0042
2,S_SALAMI_5,salami_slicing,229.98,32.13,0.00631
3,S_SALAMI_5,salami_slicing,230.15,31.79,0.00841
4,S_SALAMI_5,salami_slicing,229.69,31.91,0.0105
5,S_SALAMI_5,salami_slicing,230.44,31.89,0.01261
6,S_SALAMI_5,salami_slicing,229.99,31.83,0.0147
7,S_SALAMI_5,salami_slicing,230.34,31.99,0.01681
8,S_SALAMI_5,salami_slicing,229.38,32.0,0.01891
9,S_SALAMI_5,salami_slicing,230.59,32.06,0.02102
10,S_SALAMI_5,salami_slicing,229.33,31.97,0.02312
11,S_SALAMI_5,salami_slicing,229.9,31.99,0.02522
12,S_SALAMI_5,salami_slicing,230.26,32.08,0.02734
13,S_SALAMI_5,salami_slicing,230.89,31.98,0.02945
14,S_SALAMI_5,salami_slicing,230.08,31.91,0.03155
15,S_SALAMI_5,salami_slicing,229.4,31.7,0.03363
16,S_SALAMI_5,salami_slicing,229.6,32.31,0.03575
17,S_SALAMI_5,salami_slicing,230.34,31.88,0.03786
18,S_SALAMI_5,salami_slicing,229.42,31.93,0.03995
19,S_SALAMI_5,salami_slicing,230.66,31.9,0.04206
20,S_SALAMI_5,salami_slicing,230.2,31.93,0.04416
21,S_SALAMI_5,salami_slicing,230.48,31.84,0.04626
22,S_SALAMI_5,salami_slicing,230.43,32.11,0.04838
23,S_SALAMI_5,salami_slicing,229.95,32.36,0.0505
24,S_SALAMI_5,salami_slicing,230.33,31.96,0.05261
25,S_SALAMI_5,salami_slicing,230.29,31.94,0.05472
26,S_SALAMI_5,salami_slicing,230.34,32.22,0.05684
27,S_SALAMI_5,salami_slicing,230.38,32.28,0.05897
28,S_SALAMI_5,salami_slicing,230.31,31.84,0.06106
29,S_SALAMI_5,salami_slicing,230.37,32.12,0.06318
30,S_SALAMI_5,salami_slicing,230.18,31.98,0.06529
31,S_SALAMI_5,salami_slicing,230.37,31.82,0.06738
32,S_SALAMI_5,salami_slicing,229.87,32.09,0.0695
33,S_SALAMI_5,salami_slicing,230.03,31.7,0.07158
34,S_SALAMI_5,salami_slicing,230.28,31.94,0.07369
35,S_SALAMI_5,salami_slicing,229.8,31.75,0.07577
36,S_SALAMI_5,salami_slicing,230.52,31.81,0.07787
37,S_SALAMI_5,salami_slicing,230.04,31.81,0.07997
38,S_SALAMI_5,salami_slicing,229.84,31.83,0.08206
39,S_SALAMI_5,salami_slicing,229.9,32.06,0.08417
40,S_SALAMI_5,salami_slicing,230.57,32.02,0.08628
41,S_SALAMI_5,salami_slicing,230.31,31.92,0.08838
42,S_SALAMI_5,salami_slicing,229.99,32.01,0.09049
43,S_SALAMI_5,salami_slicing,229.98,31.93,0.09259
44,S_SALAMI_5,salami_slicing,230.09,31.98,0.0947
45,S_SALAMI_5,salami_slicing,229.69,31.73,0.09678
46,S_SALAMI_5,salami_slicing,230.32,31.86,0.09888
47,S_SALAMI_5,salami_slicing,230.68,32.05,0.101
48,S_SALAMI_5,salami_slicing,229.89,32.21,0.10311
49,S_SALAMI_5,salami_slicing,229.44,32.09,0.10522
50,S_SALAMI_5,salami_slicing,230.29,31.94,0.10733
51,S_SALAMI_5,salami_slicing,230.95,32.16,0.10945
52,S_SALAMI_5,salami_slicing,230.07,32.15,0.11157
53,S_SALAMI_5,salami_slicing,229.37,32.33,0.11369
54,S_SALAMI_5,salami_slicing,229.87,32.11,0.1158
55,S_SALAMI_5,salami_slicing,229.42,32.05,0.1179
56,S_SALAMI_5,salami_slicing,229.8,32.07,0.12001
57,S_SALAMI_5,salami_slicing,230.25,32.04,0.12212
58,S_SALAMI_5,salami_slicing,229.13,31.89,0.12421
59,S_SALAMI_5,salami_slicing,229.83,31.8,0.12631
0,S_BYPASS_1,meter_bypass,230.45,32.15,0.00021
1,S_BYPASS_1,meter_bypass,229.89,31.8,0.00041
2,S_BYPASS_1,meter_bypass,229.86,31.99,0.00061
3,S_BYPASS_1,meter_bypass,230.18,32.09,0.00082
4,S_BYPASS_1,meter_bypass,229.29,32.31,0.00102
5,S_BYPASS_1,meter_bypass,230.31,31.85,0.00123
6,S_BYPASS_1,meter_bypass,230.7,31.64,0.00143
7,S_BYPASS_1,meter_bypass,229.35,32.01,0.00163
8,S_BYPASS_1,meter_bypass,229.41,32.04,0.00184
9,S_BYPASS_1,meter_bypass,230.5,32.22,0.00204
10,S_BYPASS_1,meter_bypass,229.51,31.9,0.00225
11,S_BYPASS_1,meter_bypass,230.51,31.61,0.00245
12,S_BYPASS_1,meter_bypass,229.91,32.08,0.00266
13,S_BYPASS_1,meter_bypass,229.66,31.8,0.00286
14,S_BYPASS_1,meter_bypass,230.17,31.99,0.00306
15,S_BYPASS_1,meter_bypass,230.44,32.31,0.00327
16,S_BYPASS_1,meter_bypass,229.9,31.97,0.00347
17,S_BYPASS_1,meter_bypass,229.44,32.11,0.00368
18,S_BYPASS_1,meter_bypass,230.72,32.44,0.00389
19,S_BYPASS_1,meter_bypass,230.34,32.37,0.00409
20,S_BYPASS_1,meter_bypass,230.47,32.13,0.0043
21,S_BYPASS_1,meter_bypass,230.82,32.11,0.00451
22,S_BYPASS_1,meter_bypass,230.06,32.21,0.00471
23,S_BYPASS_1,meter_bypass,230.61,31.87,0.00492
24,S_BYPASS_1,meter_bypass,229.57,31.7,0.00512
25,S_BYPASS_1,meter_bypass,229.69,32.24,0.00532
26,S_BYPASS_1,meter_bypass,229.74,31.81,0.00553
27,S_BYPASS_1,meter_bypass,229.45,32.0,0.00573
28,S_BYPASS_1,meter_bypass,229.93,32.17,0.00594
29,S_BYPASS_1,meter_bypass,230.47,32.26,0.00614
30,S_BYPASS_1,meter_bypass,229.47,31.98,0.00635
31,S_BYPASS_1,meter_bypass,229.66,32.04,0.00655
32,S_BYPASS_1,meter_bypass,230.56,31.93,0.00675
