time_index,session_id,voltage,current,energy_kwh,status,label
13,S39,231.7,10.3,0.00938,charging,normal
14,S39,230.9,10.5,0.01006,charging,normal
15,S39,232.0,10.6,0.01074,charging,normal
16,S39,232.4,10.2,0.0114,charging,normal
17,S39,231.7,10.4,0.01207,charging,normal
18,S39,230.9,10.9,0.01277,charging,normal
19,S39,230.7,10.1,0.01341,charging,normal
20,S39,231.2,10.1,0.01406,charging,normal
21,S39,231.8,10.2,0.01472,charging,normal
22,S39,232.3,10.4,0.01539,charging,normal
23,S39,232.3,10.4,0.01606,charging,normal
24,S39,232.5,10.6,0.01675,charging,normal
25,S39,231.8,10.7,0.01743,charging,normal
26,S39,230.7,10.5,0.01811,charging,normal
27,S39,231.5,10.3,0.01877,charging,normal
28,S39,231.4,10.9,0.01947,charging,normal
29,S39,230.7,10.0,0.02011,finished,normal
0,S40,230.3,10.9,0.0007,charging,normal
1,S40,230.9,10.1,0.00135,charging,normal
2,S40,231.6,10.8,0.00204,charging,normal
3,S40,231.5,10.6,0.00272,charging,normal
4,S40,230.1,10.6,0.0034,charging,normal
5,S40,231.1,10.9,0.0041,charging,normal
6,S40,230.1,10.2,0.00475,charging,normal
7,S40,231.2,10.3,0.00541,charging,normal
8,S40,231.4,10.6,0.00609,charging,normal
9,S40,231.1,10.3,0.00675,charging,normal
10,S40,230.3,10.1,0.0074,charging,normal
11,S40,230.1,11.0,0.0081,charging,normal
12,S40,231.7,10.4,0.00877,charging,normal
13,S40,230.4,11.0,0.00948,charging,normal
14,S40,230.9,10.3,0.01014,charging,normal
15,S40,230.6,11.0,0.01084,charging,normal
16,S40,231.9,10.2,0.0115,charging,normal
17,S40,231.1,10.4,0.01217,charging,normal
18,S40,231.0,10.4,0.01283,charging,normal
19,S40,232.0,10.9,0.01354,charging,normal
20,S40,230.5,10.5,0.01421,charging,normal
21,S40,231.0,10.5,0.01488,charging,normal
22,S40,231.3,10.3,0.01554,charging,normal
23,S40,230.0,10.1,0.01619,charging,normal
24,S40,230.0,10.8,0.01688,charging,normal
25,S40,230.2,10.1,0.01753,charging,normal
26,S40,231.0,10.8,0.01822,charging,normal
27,S40,230.4,10.4,0.01888,charging,normal
28,S40,231.1,11.0,0.01959,charging,normal
29,S40,231.2,10.9,0.02029,finished,normal
0,S41,232.7,10.9,0.0007,charging,normal
1,S41,231.4,10.8,0.0014,charging,normal
2,S41,232.4,11.1,0.00212,charging,normal
3,S41,232.4,10.6,0.0028,charging,normal
4,S41,231.9,11.0,0.00351,charging,normal
5,S41,232.4,10.7,0.0042,charging,normal
6,S41,232.2,11.0,0.00491,charging,normal
7,S41,232.3,10.6,0.00559,charging,normal
8,S41,231.5,11.1,0.00631,charging,normal
9,S41,232.8,10.9,0.00701,charging,normal
10,S41,231.2,11.0,0.00772,charging,normal
11,S41,232.5,10.7,0.00841,charging,normal
12,S41,231.4,11.2,0.00913,charging,normal
13,S41,231.9,11.0,0.00984,charging,normal
14,S41,231.4,10.8,0.01053,charging,normal
15,S41,231.8,11.1,0.01125,charging,normal
16,S41,232.6,10.6,0.01193,charging,normal
17,S41,231.0,11.2,0.01265,charging,normal
18,S41,231.4,11.0,0.01336,charging,normal
19,S41,232.3,10.9,0.01406,charging,normal
20,S41,231.0,10.6,0.01474,charging,normal
21,S41,232.3,10.5,0.01542,charging,normal
22,S41,231.4,10.7,0.01611,charging,normal
23,S41,231.3,10.5,0.01678,charging,normal
24,S41,232.7,11.2,0.0175,charging,normal
25,S41,232.4,10.2,0.01816,charging,normal
26,S41,232.6,10.7,0.01885,charging,normal
27,S41,231.5,10.5,0.01953,charging,normal
28,S41,232.2,10.6,0.02021,charging,normal
29,S41,231.8,10.7,0.0209,finished,normal
0,S42,233.3,9.7,0.00063,charging,normal
1,S42,233.7,9.6,0.00125,charging,normal
2,S42,233.6,10.5,0.00193,charging,normal
3,S42,232.8,10.5,0.00261,charging,normal
4,S42,233.1,10.3,0.00328,charging,normal
5,S42,233.8,10.2,0.00394,charging,normal
6,S42,233.2,10.5,0.00462,charging,normal
7,S42,233.3,10.1,0.00528,charging,normal
8,S42,233.0,9.9,0.00592,charging,normal
9,S42,233.3,10.2,0.00658,charging,normal
10,S42,233.6,10.4,0.00725,charging,normal
11,S42,232.3,9.9,0.00789,charging,normal
12,S42,233.8,10.2,0.00855,charging,normal
13,S42,232.4,9.8,0.00919,charging,normal
14,S42,232.6,10.4,0.00986,charging,normal
15,S42,233.0,10.6,0.01054,charging,normal
16,S42,232.5,10.4,0.01122,charging,normal
17,S42,232.7,10.3,0.01188,charging,normal
18,S42,233.1,10.0,0.01253,charging,normal
19,S42,233.7,10.2,0.01319,charging,normal
20,S42,233.8,10.3,0.01386,charging,normal
21,S42,233.2,10.4,0.01453,charging,normal
22,S42,233.4,10.6,0.01522,charging,normal
23,S42,233.4,9.7,0.01585,charging,normal
24,S42,233.5,10.0,0.0165,charging,normal
25,S42,233.3,10.3,0.01717,charging,normal
26,S42,232.7,10.4,0.01784,charging,normal
27,S42,233.1,10.1,0.01849,charging,normal
28,S42,232.6,10.2,0.01915,charging,normal
29,S42,233.6,10.5,0.01983,finished,normal
0,S43,227.4,9.4,0.00059,charging,normal
1,S43,227.6,9.6,0.0012,charging,normal
2,S43,229.1,9.0,0.00177,charging,normal
3,S43,227.6,9.1,0.00235,charging,normal
4,S43,228.7,9.4,0.00295,charging,normal
5,S43,227.8,9.5,0.00355,charging,normal
6,S43,228.6,9.6,0.00416,charging,normal
7,S43,229.0,9.0,0.00473,charging,normal
8,S43,228.7,9.3,0.00532,charging,normal
9,S43,227.9,8.8,0.00588,charging,normal
10,S43,228.7,9.7,0.00649,charging,normal
11,S43,228.5,9.1,0.00707,charging,normal
12,S43,228.2,9.0,0.00764,charging,normal
13,S43,227.4,9.3,0.00823,charging,normal
14,S43,229.2,9.7,0.00885,charging,normal
15,S43,227.9,9.0,0.00942,charging,normal
16,S43,229.2,9.2,0.01,charging,normal
17,S43,228.3,9.6,0.01061,charging,normal
18,S43,229.0,9.1,0.01119,charging,normal
19,S43,228.5,9.1,0.01177,charging,normal
20,S43,227.8,8.9,0.01233,charging,normal
21,S43,227.8,9.7,0.01294,charging,normal
22,S43,227.8,8.9,0.01351,charging,normal
23,S43,229.3,9.0,0.01408,charging,normal
24,S43,229.0,9.2,0.01467,charging,normal
25,S43,227.9,9.1,0.01524,charging,normal
26,S43,228.4,9.7,0.01586,charging,normal
27,S43,229.2,9.0,0.01643,charging,normal
28,S43,228.5,8.9,0.017,charging,normal
29,S43,229.0,8.8,0.01755,finished,normal
0,S44,230.0,10.2,0.00065,charging,normal
1,S44,229.4,9.6,0.00126,charging,normal
2,S44,229.9,9.8,0.00189,charging,normal
3,S44,231.0,10.4,0.00256,charging,normal
4,S44,230.0,10.0,0.0032,charging,normal
5,S44,230.4,9.4,0.0038,charging,normal
6,S44,229.4,10.1,0.00444,charging,normal
7,S44,229.7,10.3,0.0051,charging,normal
8,S44,229.4,9.5,0.0057,charging,normal
9,S44,229.5,9.6,0.00632,charging,normal
10,S44,230.9,10.1,0.00696,charging,normal
11,S44,230.3,10.1,0.00761,charging,normal
12,S44,229.5,10.2,0.00826,charging,normal
13,S44,231.1,9.6,0.00888,charging,normal
14,S44,229.8,9.8,0.0095,charging,normal
15,S44,230.9,10.4,0.01017,charging,normal
16,S44,230.8,10.1,0.01082,charging,normal
17,S44,230.8,9.7,0.01144,charging,normal
18,S44,229.4,9.7,0.01206,charging,normal
19,S44,230.5,9.9,0.01269,charging,normal
20,S44,230.8,9.7,0.01331,charging,normal
21,S44,229.3,9.9,0.01394,charging,normal
22,S44,230.6,10.2,0.0146,charging,normal
23,S44,230.3,10.1,0.01524,charging,normal
24,S44,230.1,9.9,0.01587,charging,normal
25,S44,230.7,10.1,0.01652,charging,normal
26,S44,231.0,9.9,0.01716,charging,normal
27,S44,229.2,10.0,0.01779,charging,normal
28,S44,230.1,9.4,0.01839,charging,normal
29,S44,230.1,10.4,0.01906,finished,normal
0,S45,232.7,9.9,0.00064,charging,fraud
1,S45,233.1,9.7,0.00127,charging,fraud
2,S45,231.4,9.9,0.0019,charging,fraud
3,S45,233.1,9.0,0.00249,charging,fraud
4,S45,231.5,8.9,0.00306,charging,fraud
5,S45,232.1,9.0,0.00364,charging,fraud
6,S45,231.9,9.2,0.00423,charging,fraud
7,S45,232.5,9.7,0.00486,charging,fraud
8,S45,232.3,9.6,0.00548,charging,fraud
9,S45,231.2,9.1,0.00606,charging,fraud
10,S45,232.1,79.9,0.01121,charging,fraud
11,S45,231.5,65.7,0.01544,charging,fraud
12,S45,231.6,66.9,0.01974,charging,fraud
13,S45,232.8,79.1,0.02486,charging,fraud
14,S45,231.2,77.0,0.0298,charging,fraud
15,S45,232.0,9.3,0.0304,charging,fraud
16,S45,231.9,9.0,0.03098,charging,fraud
17,S45,231.7,8.9,0.03155,charging,fraud
18,S45,232.0,9.0,0.03213,charging,fraud
19,S45,231.8,9.4,0.03274,charging,fraud
20,S45,231.7,9.8,0.03337,charging,fraud
21,S45,231.5,9.1,0.03396,charging,fraud
22,S45,231.7,9.1,0.03454,charging,fraud
23,S45,232.5,9.4,0.03515,charging,fraud
24,S45,231.5,9.7,0.03577,charging,fraud
25,S45,231.3,9.3,0.03637,charging,fraud
26,S45,231.3,9.4,0.03697,charging,fraud
27,S45,231.5,9.2,0.03757,charging,fraud
28,S45,231.3,9.1,0.03815,charging,fraud
29,S45,231.5,9.2,0.03874,finished,fraud
0,S46,230.7,9.1,0.00058,charging,normal
1,S46,231.0,9.8,0.00121,charging,normal
2,S46,230.2,9.3,0.00181,charging,normal
3,S46,231.5,9.4,0.00241,charging,normal
4,S46,230.2,9.0,0.00299,charging,normal
5,S46,231.6,9.9,0.00362,charging,normal
6,S46,231.6,9.6,0.00424,charging,normal
7,S46,230.3,9.5,0.00485,charging,normal
8,S46,231.8,9.2,0.00544,charging,normal
9,S46,230.0,9.9,0.00607,charging,normal
10,S46,231.6,9.8,0.0067,charging,normal
11,S46,230.2,9.8,0.00733,charging,normal
12,S46,230.2,9.2,0.00792,charging,normal
13,S46,230.7,10.0,0.00856,charging,normal
14,S46,230.4,9.3,0.00916,charging,normal
15,S46,231.7,9.8,0.00979,charging,normal
16,S46,230.3,9.0,0.01036,charging,normal
17,S46,230.6,9.6,0.01098,charging,normal
18,S46,230.7,9.3,0.01157,charging,normal
19,S46,231.7,9.3,0.01217,charging,normal
20,S46,230.8,9.2,0.01276,charging,normal
21,S46,230.1,10.0,0.0134,charging,normal
22,S46,231.7,9.7,0.01402,charging,normal
23,S46,231.2,9.8,0.01465,charging,normal
24,S46,230.5,9.1,0.01524,charging,normal
25,S46,231.7,9.6,0.01585,charging,normal
26,S46,231.0,9.3,0.01645,charging,normal
27,S46,230.4,9.5,0.01706,charging,normal
28,S46,230.8,9.5,0.01767,charging,normal
29,S46,230.7,9.7,0.01829,finished,normal
0,S47,229.8,10.2,0.00065,charging,normal
1,S47,230.2,10.9,0.00135,charging,normal
2,S47,229.3,10.7,0.00203,charging,normal
3,S47,230.0,10.2,0.00268,charging,normal
4,S47,229.4,10.4,0.00334,charging,normal
5,S47,230.1,10.3,0.004,charging,normal
6,S47,228.7,10.3,0.00466,charging,normal
7,S47,229.3,10.3,0.00531,charging,normal
8,S47,228.5,10.8,0.006,charging,normal
9,S47,229.1,11.2,0.00671,charging,normal
10,S47,229.4,10.9,0.00741,charging,normal
11,S47,228.6,10.6,0.00808,charging,normal
12,S47,228.6,10.7,0.00876,charging,normal
13,S47,229.9,10.2,0.00941,charging,normal
14,S47,228.6,10.5,0.01008,charging,normal
15,S47,228.8,11.1,0.01078,charging,normal
16,S47,228.6,10.3,0.01144,charging,normal
17,S47,229.2,10.7,0.01212,charging,normal
18,S47,228.7,11.0,0.01282,charging,normal
19,S47,229.5,10.6,0.01349,charging,normal
20,S47,230.4,10.8,0.01418,charging,normal
21,S47,229.8,11.0,0.01488,charging,normal
22,S47,230.4,10.4,0.01555,charging,normal
23,S47,229.9,10.6,0.01623,charging,normal
24,S47,229.0,10.7,0.01691,charging,normal
25,S47,229.5,10.9,0.0176,charging,normal
26,S47,229.0,10.4,0.01826,charging,normal
27,S47,229.7,10.3,0.01892,charging,normal
28,S47,229.7,11.0,0.01962,charging,normal
29,S47,229.5,10.2,0.02027,finished,normal
0,S48,231.7,11.3,0.00073,charging,normal
1,S48,231.4,10.4,0.0014,charging,normal
2,S48,232.9,10.6,0.00208,charging,normal
3,S48,231.3,10.5,0.00276,charging,normal
4,S48,232.9,11.1,0.00347,charging,normal
5,S48,231.6,11.2,0.00419,charging,normal
6,S48,232.9,11.3,0.00493,charging,normal
7,S48,232.2,10.5,0.0056,charging,normal
8,S48,233.1,10.8,0.0063,charging,normal
9,S48,233.2,10.5,0.00698,charging,normal
10,S48,231.6,11.1,0.0077,charging,normal
11,S48,231.8,10.6,0.00838,charging,normal
12,S48,231.6,10.9,0.00908,charging,normal
13,S48,231.5,10.9,0.00978,charging,normal
14,S48,231.5,11.1,0.0105,charging,normal
15,S48,231.5,10.8,0.01119,charging,normal
16,S48,232.0,10.6,0.01187,charging,normal
17,S48,232.0,11.2,0.01259,charging,normal
18,S48,232.3,10.7,0.01328,charging,normal
19,S48,231.9,11.1,0.014,charging,normal
20,S48,231.3,10.3,0.01466,charging,normal
21,S48,232.1,10.8,0.01536,charging,normal
22,S48,232.9,10.8,0.01606,charging,normal
23,S48,231.4,10.5,0.01673,charging,normal
24,S48,232.1,10.4,0.0174,charging,normal
25,S48,231.9,10.9,0.0181,charging,normal
26,S48,233.0,10.5,0.01878,charging,normal
27,S48,231.4,11.0,0.01949,charging,normal
28,S48,231.6,10.4,0.02016,charging,normal
29,S48,231.5,11.1,0.02087,finished,normal
0,S49,228.4,9.9,0.00063,charging,normal
1,S49,228.4,9.4,0.00122,charging,normal
2,S49,229.1,9.9,0.00185,charging,normal
3,S49,228.1,9.6,0.00246,charging,normal
4,S49,228.5,9.8,0.00308,charging,normal
5,S49,229.0,9.5,0.00369,charging,normal
6,S49,228.9,9.6,0.0043,charging,normal
7,S49,228.2,9.9,0.00493,charging,normal
8,S49,228.0,9.6,0.00554,charging,normal
9,S49,229.7,10.0,0.00617,charging,normal
10,S49,229.3,9.3,0.00677,charging,normal
11,S49,229.6,9.8,0.00739,charging,normal
12,S49,229.7,9.7,0.00801,charging,normal
13,S49,228.0,9.9,0.00864,charging,normal
14,S49,228.7,9.3,0.00923,charging,normal
15,S49,227.8,9.6,0.00983,charging,normal
16,S49,228.2,9.6,0.01044,charging,normal
17,S49,228.6,9.3,0.01103,charging,normal
18,S49,227.9,9.4,0.01163,charging,normal
19,S49,228.9,10.1,0.01227,charging,normal
20,S49,228.5,9.5,0.01287,charging,normal
21,S49,228.5,10.1,0.01352,charging,normal
22,S49,229.1,9.3,0.01411,charging,normal
23,S49,228.8,9.6,0.01472,charging,normal
24,S49,228.0,9.7,0.01533,charging,normal
25,S49,229.1,9.7,0.01595,charging,normal
26,S49,227.9,9.9,0.01658,charging,normal
27,S49,228.4,9.5,0.01718,charging,normal
28,S49,229.0,9.6,0.01779,charging,normal
29,S49,229.3,9.6,0.0184,finished,normal
0,S50,232.4,9.8,0.00063,charging,normal
1,S50,232.4,9.5,0.00125,charging,normal
2,S50,232.3,9.8,0.00188,charging,normal
3,S50,232.0,9.9,0.00252,charging,normal
4,S50,232.0,10.5,0.00319,charging,normal
5,S50,231.6,9.8,0.00382,charging,normal
6,S50,231.0,9.8,0.00445,charging,normal
7,S50,230.8,10.5,0.00513,charging,normal
8,S50,230.8,10.3,0.00579,charging,normal
9,S50,231.1,10.1,0.00643,charging,normal
10,S50,232.3,9.9,0.00707,charging,normal
11,S50,231.4,9.9,0.00771,charging,normal
12,S50,232.2,9.7,0.00833,charging,normal
13,S50,232.3,10.0,0.00898,charging,normal
14,S50,232.4,10.0,0.00963,charging,normal
15,S50,232.5,10.4,0.0103,charging,normal
16,S50,232.5,10.2,0.01096,charging,normal
17,S50,231.8,9.5,0.01157,charging,normal
18,S50,231.1,9.5,0.01218,charging,normal
19,S50,231.2,10.2,0.01283,charging,normal
20,S50,232.2,9.8,0.01346,charging,normal
21,S50,231.2,10.4,0.01413,charging,normal
22,S50,231.3,10.1,0.01478,charging,normal
23,S50,231.0,10.2,0.01544,charging,normal
24,S50,230.9,10.1,0.01608,charging,normal
25,S50,231.9,9.8,0.01672,charging,normal
26,S50,230.8,10.0,0.01736,charging,normal
27,S50,230.8,10.1,0.018,charging,normal
28,S50,230.8,9.9,0.01864,charging,normal
29,S50,231.2,10.1,0.01929,finished,normal
